Original Folder Name,New Folder Name
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,215
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,216
COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,217
COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O,218
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,219
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,220
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,221
COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O,222
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,223
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,224
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,225
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,226
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,227
COCC(NC(C)=O)C(=O)NCc1ccccc1,228
COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O,229
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,230
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,231
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1,232
CONC(=O)c1ccccc1Nc1cc(Nc2cc(C)nn2C(C)C)ncc1Cl,233
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,234
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,235
COc1c2occc2cc2ccc(=O)oc12,236
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,237
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,238
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,239
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,240
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,241
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,242
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,243
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,244
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,245
COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1OC,246
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,247
COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,248
COc1cc(NC(C)CCCN)c2ncccc2c1,249
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,250
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,251
COc1cc(O)c2c(c1)C1OC1CC(O)C(O)C(=O)C=CCC(C)OC2=O,252
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,253
COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,254
COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,255
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,256
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,257
COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,258
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,259
COc1cc2nc(N3CCN(c4ccccc4)CC3)nc(NCCN(C)C)c2cc1OC,260
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,261
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,262
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,263
COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCCO)CC3)c2=O)cn1,264
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1CO,265
COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,266
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,267
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,268
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,269
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,270
COc1ccc2c(c1)CCC(CN(C)CC(=O)O)C2c1ccccc1,271
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,272
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,273
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,274
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,275
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,276
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,277
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,278
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,279
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,280
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,281
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,282
CS(=O)(=O)N(Cc1ccco1)CC(O)Cn1c2ccccc2c2ccccc21,283
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,284
CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,285
Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)n1CCCN1CCOCC1,286
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,287
Cc1c(CN2CCN(C(=O)C(C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,288
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,289
Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,290
Cc1cc(C2CCCCC2)n(O)c(=O)c1,291
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,292
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,293
Cc1ccc(-c2csc3nnc(SCC(=O)Nc4ccc5c(c4)OCO5)n23)cc1,294
Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,295
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,296
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,297
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,298
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,299
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,300
Cc1cccc2c1CCC(CN1CCC(c3c(Cl)cccc3Cl)CC1)CC2O,301
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,302
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,303
Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,304
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,305
Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)CC3C)c12,306
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,307
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,308
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,309
Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,310
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,311
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,312
Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,313
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,314
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,315
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,316
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,317
Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,318
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,319
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,320
Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,321
FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,322
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,323
N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,324
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,325
N#CNC(=NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,326
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,327
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,328
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,329
N=c1nc(N2CCCCC2)cc(N)n1O,330
NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,331
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,332
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,333
NC(=O)NC(CCC(=O)O)C(=O)O,334
NC(=O)NO,335
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1,336
NC(=O)OCC(COC(N)=O)c1ccccc1,337
NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,338
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,339
NC(=O)c1cnccn1,340
NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,341
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,342
NC(N)=NCC1COC2(CCCCC2)O1,343
NC12CC3CC(CC(C3)C1)C2,344
NC1CC1c1ccccc1,345
NC1CONC1=O,346
NCC(=O)CCC(=O)O,347
NCC(CC(=O)O)c1ccc(Cl)cc1,348
NCC1(CC(=O)O)CCCCC1,349
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,350
NCCC(O)(P(=O)(O)O)P(=O)(O)O,351
NCCCC(N)(C(=O)O)C(F)F,352
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,353
NCCCNCCSP(=O)(O)O,354
NCCc1ccc(O)c(O)c1,355
NNC(=O)c1ccncc1,356
NNc1nncc2ccccc12,357
NS(=O)(=O)Cc1noc2ccccc12,358
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,359
Nc1c2c(nc3ccccc13)CCCC2,360
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,361
Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)C=Cc2cccnc2)cc1,362
Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,363
Nc1ccc(C(=O)O)c(O)c1,364
Nc1ccc(O)c(C(=O)O)c1,365
Nc1ccc(S(N)(=O)=O)cc1,366
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,367
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,368
Nc1ccn(C2CCC(CO)O2)c(=O)n1,369
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,370
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,371
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,372
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,373
Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,374
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,375
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,376
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,377
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,378
Nc1nc2ccc(OC(F)(F)F)cc2s1,379
Nc1nccc2c1ncn2C1C=C(CO)C(O)C1O,380
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,381
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,382
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,383
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,384
O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,385
O=C(CCCCCCC(=O)Nc1ccccc1)NO,386
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,387
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,388
O=C(NCC(O)CN1CCc2ccccc2C1)c1cc(NC2COC2)ncn1,389
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,390
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,391
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,392
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,393
O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1,394
O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,395
O=C(O)C1OC(Oc2ccc(C3C(CCC(O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)C(O)C(O)C1O,396
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,397
O=C(O)P(=O)(O)O,398
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,399
O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1,400
O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,401
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,402
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,403
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,404
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,405
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,406
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,407
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,408
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,409
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,410
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,411
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,412
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,413
O=CN(O)CCCP(=O)(O)O,414
O=NN(CCCl)C(=O)NC1CCCCC1,415
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,416
O=P1(N(CCCl)CCCl)NCCCO1,417
O=P1(NCCCl)OCCCN1CCCl,418
O=S(=O)(F)Cc1ccccc1,419
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,420
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,421
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,422
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,423
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,424
OCC(O)C(O)C(O)C(O)CO,425
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,426
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,427
OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,428
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,429
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,430
OCCN1CC(O)C(O)C(O)C1CO,431
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,432
Oc1c(Cl)cc(Cl)c2cccnc12,433
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,434
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,435
c1ccc(C2CN3CCSC3=N2)cc1,436
c1ccc(CC2=NCCN2)cc1,437
c1cnc2cc3c(cc2n1)C1CNCC3C1,438
